,bathrooms,bedrooms,rooms_total,building_size,car_spaces,category,furnished,coordinates,location,land_size,price,id,subcategory,year_built,description,link
2143,4.5,3,unknown,272,3,departamento,,"[-99.265073048276,19.391559398094]","Bosques de las Lomas, Cuajimalpa de Morelos",unknown,17000000,AP60EE5C39420B0MX,"[""departamento"",""condominio-horizontal""]",unknown,"Venta de espectacular departamento en club residencial bosques, bosques de las lomas, cuajimalpa cdmx. En nivel 18 con increíble vista panorámica a la ciudad, 272 m2, estancia amplia con terraza, cocina integral, baño de visitas, 3 recámaras con baño completo cada una, principal con vestidor, sala de tv, área de lavado, cuarto de servicio con baño completo, 3 cajones de estacionamiento techados y bodega. desarrollo con excelente nivel de seguridad 24 horas, 1000 m2 de áreas verdes, roof top con alberca, gimnasio, casa club con cine, salón de fiestas, cancha de tenis, asador, restaurante, bar, área de juegos infantiles y estacionamiento de visitas. venta: $17,000,000 m.n.",https://www.lamudi.com.mx/exclusivo-departamento-en-club-residencial-bosques-increible-vista-panoramica.html
2144,4,4,8,370,0,departamento,,"[-99.25807,19.3872]","Bosques de las Lomas, Cuajimalpa de Morelos",unknown,15750000,AP60383FFD760B1MX,"[""departamento"",""departamentos""]",unknown,"Excelente departamento en renta o venta a unos pasos de la Torre Arcos Bosques.         En excelente edificio con estricta vigilancia, tenemos este magnífico departamento. Solo un departamento por nivel. Cuenta con amplia e iluminada sala comedor con vista arbolada, 4 recámaras, todas con baño propio y amplio closet o vestidor, sala de TV, área de bar, amplia cocina, área de ante comedor, alacena, cuarto de servicio con baño, zona de lavado.Todo el departamento cuenta con sistema de calefacción.Cuenta con pisos de madera de Tzalam en excelente estado.Estacionamiento para 3 autos.El condominio cuenta con un área de juegos para niños, jardín, salón de fiestas, alberca cubierta, asador, gimnasio, sala de estar.Vigilancia 24Hrs.",https://www.lamudi.com.mx/departamentos-en-venta-en-bosques-de-las-lomas-2.html
2145,2,2,4,74,1,departamento,,"[-99.1767414,19.4400666]","Anahuac I Sección, Miguel Hidalgo",unknown,3140000,AP60F52392A43D7MX,"[""departamento"",""departamentos""]",2021,"Oportunidad! Excelente Departamento y a un súper precio, muy bien ubicado en Torre Unión, Anáhuac, frente a la Torre de Pemex, a cinco minutos de Polanco y con muy buenas vías de acceso como Marina Nacional, Río San Joaquin y Circuito Interior, rodeado de bancos, autoservicios, cafeterías, cines, bares, restaurantes, etc Ubicado en el piso 14, Distribuido en 74m2, consta de: - sala-comedor, - cocina integral, - 2 recamaras, - 2 baños completos - área de lavado. - 1 cajón de estacionamiento individual (no se estorba)Cuenta con exclusivas amenidades: - Pista de jogging, - Alberca, - Sauna, - Spa, - Gym, - Salón de eventos, - Salon infantil, - Salón de adultos (billar, mesa de ping-pong) etc. -Elevador -Vigilancia las 24 hrs y CCTVMI.PE. EasyBroker ID: EB-HI7078",https://www.lamudi.com.mx/oportunidad-excelente-departamento-en-torre-union-1.html
2146,2.5,3,5.5,93,2,departamento,,"[-99.121272,19.501874]","Residencial Zacatenco, Gustavo A. Madero",unknown,3782164,AP5E1540DA05BD1MX,"[""departamento"",""departamentos""]",unknown,"Bello y lujoso Departamento 3 recámaras, 2.5 baños, sala-comedor, cocina, área de servicio. De 93 m2 Totales, cuenta con 3.74 m2 de BalcónDepartamentos en Lindavista CDMX En Enksa Lindavista incrementa tu calidad de vida y vive de manera práctica en nuestro desarrollo residencial y comercial en dónde podrás disfrutar de áreas comunes para complementar un buen día, accesos seguros que dan tranquilidad, el centro comercial con todo lo indispensable y estacionamientos cubiertos y cómodos. Departamento de 2 o 3 recámaras pensados en la comodidad y confort que mereces, por ello te brindamos exclusivos y amplios espacios a la medida de tus necesidades. Disfruta de las áreas comunes diseñadas para compartir y en familia y comunidad: -Alberca -Gimnasio interior -Gimnasio exterior -Ludoteca -Área de juegos para niños -Cancha multi-deporte -Asadores -Salón de eventos -Salón de jovénes -Áreas de estar -Áreas verdes ¡Visita nuestro showroom y conoce nuestras promociones de fin de año!",https://www.lamudi.com.mx/tipo-6-y-9-torre-400-enksa-lindavista.html
2147,2,4,unknown,127,2,departamento,,"[-99.15665,19.37641]","Narvarte, Benito Juárez",unknown,4500000,AP5FC19D704AB22MX,"[""departamento"",""departamentos""]",unknown,"Departamento en venta con vigilancia, dos estacionamientos, 4 recámaras, estudio, dos baños completos, doble sala, comedor o podría ser una estancia muy amplia, cocina. Cuarto de lavado, bodega.",https://www.lamudi.com.mx/departamento-en-venta-1679.html
2148,2,2,4,61.81,1,departamento,,"[-99.189042,19.394475]","8 de Agosto, Álvaro Obregón",unknown,3803504,AP60F6EB7A64304MX,"[""departamento"",""departamentos""]",unknown,"Lujoso y bello Departamento conformado por 2 Habitación(es), 2 Baño(s), 61.81 m2 Habitables, y 1 Garage(s)Nova Habita San Pedro de los Pinos¡INVIERTE, GENERA Y CONSTRUYE UN PATRIMONIO EN NOVA SAN PEDRO DE LOS PINOS!Emblemática torre de 30 niveles y 137 departamentos que van desde los 43 hasta los 101 m2 habitables. Ubicado en Periférico 957, colonia 8 de agosto. En Alcaldía Álvaro Obregón.Cuenta con:Sala-comedor con pisos de porcelanato.1, 2 y 3 recámaras con closet y piso de porcelanato.1 y 2 baños.Cocina integral equipada, con barra de granito.Cuarto de lavado.Elevador.Salón para adolescentes.Ludoteca.Salón para adultos.Salón de usos múltiples.Gimnasio.Cine.Business Center.Terraza con Asadores.Lobby de acceso.M2 de confort y buen gusto, en una ubicación inigualable. Nova Habita San Pedro de los Pinos es un desarrollo aledaño a las colonias de mayor crecimiento y plusvalía como la Colonia Roma, Condesa, Chapultepec y a 8.2km de Santa Fe, con el acceso fácil que otorga el estar ubicados en la vía rápida más importante de la Ciudad de México: el Periférico.¡No lo pienses más! Disfruta de vistas impresionantes y toda la magia de una de las ciudades más grandes y hermosas del mundo, en la comodidad de tu casa en Nova Habita San Pedro de los Pinos.",https://www.lamudi.com.mx/departamento-2204-nova-habita-san-pedro-de-los-pinos.html
2149,3,3,6,80,1,departamento,,"[-99.1677356,19.3693698]","Del Valle, Benito Juárez",unknown,3695000,AP60FA69E091AEAMX,"[""departamento"",""departamentos""]",1976,"¿Te encantaría encontrar el departamento de tus sueños?¿Quieres un hogar amplio, tranquilo, moderno y luminoso?Exclusivo departamento calidad Clikalia: propiedad certificada con acabados de lujo a precio competitivo.En Clikalia tenemos la mejor opción para ti, un departamento que te bridará paz y tranquilidad, donde podrás vivir cómodamente. La hermosa propiedad interior, se encuentra en calle Gabriel Mancera 1556, colonia del Valle Sur, alcaldía Benito Juárez. Ven a conocer el departamento que siempre soñaste en la CDMX, cuenta con una superficie de construcción de 80 m2.La propiedad premium tiene excelente iluminación y distribución de espacios, sala, comedor, cocina integral, 3 recámaras con closet, 3 baños completos, bodega y jaula de tendido. Adicionalmente podrás disponer de 1 cajón de estacionamiento.Cerca de la zona encontrarás áreas verdes, así como restaurantes, centros comerciales y medios de transporte. Goza de un lugar muy tranquilo para vivir.Agenda tu visita hoy, encuentra los precios más competitivos. ¡Estrena ¡ya!Recuerda que con Clikalia -No tendrás que pagar comisiones ni honorarios - Te brindaremos asesoría legal y crediticia - Certificado por Clikalia - Contarás con atención personalizada en todo momento. EasyBroker ID: EB-IA9574",https://www.lamudi.com.mx/departamento-en-gabriel-mancera-1556-colonia-del-valle-sur.html
2150,2,2,4,82,1,departamento,,"[-99.1577849,19.4149938]","Roma Norte, Cuauhtémoc",unknown,4500000,AP60FA69E4B0FD9MX,"[""departamento"",""departamentos""]",2011,"¿Te encantaría encontrar el departamento de tus sueños?¿Quieres un hogar amplio, tranquilo, moderno y luminoso?Clikalia te ofrece increíble casa en calle Córdoba, colonia Roma Norte, alcaldía Cuauhtémoc. Ven a conocer el hogar de tus sueños, cuenta con una superficie de construcción interior de 82.25 m2. La propiedad tiene muy buena distribución de espacios, excelente iluminación, sala, comedor, cocina integral, 2 recámaras con closet, 2 baños completos, área de lavado y balcón. Adicionalmente podrás disponer de 1 cajón de estacionamiento y circuito cerrado.Vivirás cómodamente en tu nuevo hogar en una excelente ubicación, tendrás a tu alcance todo lo que necesitas, como áreas verdes, centros comerciales, restaurantes y centros recreativos. Recuerda que con Clikalia #1 en venta online de viviendas en España:- No tendrás que pagar comisiones ni honorarios.- Nos ocupamos del contrato y la escrituración.- Te ayudamos a tramitar cualquier tipo de crédito bancario.No lo piensas más y aprovecha esta increíble oportunidad de visitar la casa de tus sueños. ¡Agenda tu cita, te esperamos!. EasyBroker ID: EB-IB0350",https://www.lamudi.com.mx/departamento-en-cordoba-183-roma-norte.html
2151,3,3,6,131,1,departamento,,"[-99.1718121,19.3587267]","Del Carmen, Coyoacán",unknown,7500000,AP610107042DCEBMX,"[""departamento"",""departamentos""]",1970,"¿Te encantaría encontrar el departamento de tus sueños?¿Quieres un hogar amplio, tranquilo, moderno y luminoso?Clikalia te ofrece increíble departamento en Avenida Universidad, colonia Del Carmen, alcaldía Coyoacán. Ven a conocer el hogar de tus sueños, cuenta con una superficie de construcción de 131 m2.  La propiedad tiene muy buena distribución de espacios, excelente iluminación, sala, comedor, cocina equipada, 3 recámaras, 3 baños completos, cuarto de servicio y patio de lavado.Adicionalmente podrás disponer de 1 cajón de estacionamiento, áreas verdes y elevador.Vivirás cómodamente en tu nuevo hogar en una excelente ubicación, tendrás a tu alcance todo lo que necesitas, como áreas verdes, centros comerciales, restaurantes y centros recreativos. Recuerda que con Clikalia #1 en venta online de viviendas en España:- No tendrás que pagar comisiones ni honorarios.- Nos ocupamos del contrato y la escrituración.- Te ayudamos a tramitar cualquier tipo de crédito bancario.No lo piensas más y aprovecha esta increíble oportunidad de visitar la casa de tus sueños. ¡Agenda tu cita, te esperamos!. EasyBroker ID: EB-IB6240",https://www.lamudi.com.mx/departamento-en-avenida-universidad-colonia-del-carmen.html
2152,1,2,3,70,1,departamento,,"[-99.1461921,19.3725391]","San Simón Ticumac, Benito Juárez",unknown,2495000,AP61161D15D717EMX,"[""departamento"",""departamentos""]",2009,"¿Te encantaría encontrar el departamento de tus sueños?¿Quieres un hogar amplio, tranquilo, moderno y luminoso?Exclusivo departamento calidad Clikalia: propiedad certificada con acabados de lujo a precio competitivo.En Clikalia tenemos la mejor opción para ti, un departamento que te bridará paz y tranquilidad, donde podrás vivir cómodamente. La hermosa propiedad interior se encuentra en la calle Canarias, colonia San Simón, alcaldía Benito Juárez. Ven a conocer el hogar de tus sueños, cuenta con una superficie de construcción de 70 m2. La propiedad premium tiene excelente iluminación gracias a sus grandes ventanas y distribución de espacios, sala, comedor, cocina integral, 2 recámaras con closet, 1 baño completo y área de lavado.Adicionalmente podrás disponer de 1 cajón de estacionamiento y elevador. Cerca de la zona encontrarás áreas verdes, así como restaurantes, centros comerciales y medios de transporte. Goza de un lugar muy tranquilo para vivir.Agenda tu visita hoy, encuentra los precios más competitivos. ¡Estrena ¡ya!Recuerda que con Clikalia:-No tendrás que pagar comisiones ni honorarios - Te brindaremos asesoría legal y crediticia - Certificado por Clikalia - Contarás con atención personalizada en todo momento****Esta publicación cuenta con imágenes de carácter ilustrativo que se asemejan al estado real de la propiedad****. EasyBroker ID: EB-IF4989",https://www.lamudi.com.mx/exclusivo-departamento-clikalia-en-calle-canarias-colonia-san-simon.html
2153,2,3,3,74,2,departamento,,"[-99.18078,19.46713]","Clavería, Azcapotzalco",unknown,6005000,AP5D76BA7A9C02AMX,"[""departamento"",""departamentos""]",unknown,"Hermoso y Lujoso Departamento Conformado de 3 Recámaras, 2 Baños, 2 cajones de estacionamiento,155 m2 de Área Total Cuitláhuac 3312Es un desarrollo ubicado en Clavería, alcaldia Azcapotzalco. Se trata de una PREVENTA y consta de 22 departamentos de 2 o 3 recamaras con terrazas, balcón y/o Roof Garden Privado. Roof Garden Común, area de asadores. Elevador. Vigilancia las 24 h.",https://www.lamudi.com.mx/ph1-cuitlahuac-3312.html
2154,2,2,4,179,2,departamento,,"[-99.1597255,19.4141843]","Roma Norte, Cuauhtémoc",unknown,11407309,AP610CFC28E6CA8MX,"[""departamento"",""departamentos""]",2021,"158.56 m2 Terreno, 156.56 habitables, 2 lugares de estacionamiento, 2 Terrazas. 1er Nivel: Área de lavado, cuarto y baño de servicio, cocina, amplia sala y comedor, medio baño. 2do. Nivel: Sala de TV, 2da. Recámara con closet y baño, recámara principal con vestidor y baño, de la recámara sales a la primera terraza y del baño a la segunda. Acabados de primera, escaleras de mármol, granito, mosaicos hechos a mano, parquet. Hay un roofgarden común. Estacionamiento con elevautos, Vigilancia 24 hrs, Fachada Catalogada. EasyBroker ID: EB-HZ6769",https://www.lamudi.com.mx/estrene-depto-vintage-2-niveles-roma-norte.html
2155,2,2,unknown,73,1,departamento,,"[-99.14293,19.3619]","Ermita, Benito Juárez",unknown,3484692,AP60DE593E41AFEMX,"[""departamento"",""departamentos""]",unknown,"Departamento entrega inmediata, ubicado cerca de avenidas principales y con una excelente distribución y acabados  Cuenta con 2 recamaras, la principal con vestidor y baño 2 baños completos con cancel Cocina equipada y con barra de granito Area de lavado Estancia-comedor Bodega Estacionamiento  Contacta para mayores informes y pregunta por la Promoción!!",https://www.lamudi.com.mx/departamento-2-recamaras-av-plutarco-elias-calles-alcaldia-benito-juarez.html
2156,1,2,unknown,72,1,departamento,,"[-99.23012,19.35841]","Heron Proal, Álvaro Obregón",unknown,1295000,AP611A840DB1E8CMX,"[""departamento"",""departamentos""]",unknown,"Se vende departamento en la colonia Heron Proal, a 10 min. de Santa Fe, 10 MIN, de Periferico, a 2 min. del centro comercial de Portal Centenario, A 6 cuadras de Av. Centenario, Escuelas, Hospital, todos los servicios al rededor, en calle cerrada, en edificio de solo 10 departamentos, consta de 72 m2, 2 recámaras, un baño, un estacionamiento, en Planta baja, se acepta cualquier crédito, llama y con gusto agendamos cita.",https://www.lamudi.com.mx/departamento-en-venta-en-alvaro-obregon-heron-proal.html
2157,2,2,4,180,2,departamento,,"[-99.1923064,19.4283362]","Polanco, Miguel Hidalgo",unknown,17900000,AP608CB92CD9324MX,"[""departamento"",""departamentos""]",2021,Departamento Campos Eliseos2 recamaras 2 baños 2 lugares de estacionamientovigilancia 24 hrs enfrente del Hyatt. EasyBroker ID: EB-HJ6840,https://www.lamudi.com.mx/campos-eliseos-polanco-6.html
2158,3,3,3,279,0,departamento,,"[-99.2609695,19.349013]","Santa Fe Cuajimalpa, Cuajimalpa de Morelos",unknown,20000000,AP611B53FD44611MX,"[""departamento"",""departamentos""]",2021,"Residencial Murano, San Mateo Tlaltenango, Cumbres Sta Fe, precioso depa en Venta!(DM) 279m, 3 recamaras con vestidor, 3.5 baños, sala, comedor, TERRAZA, cuarto de servicio y lavado ,3 estacionamientos, elevador, bodega, mant $6,700, áreas comúnes: gym, salón de usos múltiples. Excelente departamento  esta ubicado a lado del club de golf , se pude comprar acción del club de golf.",https://www.lamudi.com.mx/cumbres-santa-fe-excelente-departamento-a-la-venta-en-residencial-murano-dm-2.html
