|id|precio_m2|precio|moneda|precio_MXN|mantenimiento|superficie_total|superficie_cubierta|colonia|alcaldia|direccion|dormitorios|baños|cocheras|anunciante|url|google_src|lat|lng
3447|3447||2100000|2100000|N/A|||63.0| Granjas México| Iztacalco|Francisco del paso, Col. Granjas México, C.P. 08400 Del. Iztacalco, Ciudad de México,  Granjas México, Iztacalco|2.0|2.0|1.0|gianna mari Siervo fragoso|https://www.inmuebles24.com/propiedades/departamento-en-venta-en-francisco-del-paso-61535322.html|//maps.google.com/maps/api/staticmap?center=19.406448900000000,-99.113271599999990&zoom=16&markers=19.406448900000000,-99.113271599999990&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=dnEoX6WewcO2c4iKLYtG7uVNNdg=&channel=rpfic-i24|19.4064489|-99.1132716
3448|3448|24630.13698630137|1798000|1798000|N/A||73.0|73.0| Nonoalco Tlatelolco| Cuauhtémoc|Tlatelolco,  Nonoalco Tlatelolco, Cuauhtémoc|3.0|1.0|1.0|Inmobiliaria|https://www.inmuebles24.com/propiedades/amplio-depto-frente-a-jardin-la-pera-tlatelolco-61600644.html|//maps.google.com/maps/api/staticmap?center=19.454729109639565,-99.139918433837920&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=7rqgUVlzg0YeOjppWqGnJRXFCz8=&channel=rpfic-i24|19.454729109639565|-99.13991843383792
3449|3449||4600000|4600000|N/A|2500.0||100.0| Olivar de los Padres| Alvaro Obregón|Romulo O Farril 468,  Olivar de los Padres, Alvaro Obregón|2.0|2.0|4.0|JULIETA AGUILERA BIENES RAICES|https://www.inmuebles24.com/propiedades/depto-en-altus-san-angel-55192173.html|//maps.google.com/maps/api/staticmap?center=19.338005500000000,-99.211716700000010&zoom=16&markers=19.338005500000000,-99.211716700000010&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=WsCOXAj99i6SnKhCxMtMkT5XNRc=&channel=rpfic-i24|19.3380055|-99.2117167
3450|3450||850000|16830000.0|N/A|||300.0| Lomas de Bezares| Miguel Hidalgo| PASEO DE LA REFORMA ,  Lomas de Bezares, Miguel Hidalgo|4.0|4.0|4.0|MOEASY INMOBILIARIO S.A. DE C.V.|https://www.inmuebles24.com/propiedades/luxury-apartment-for-sale-in-lomas-de-bezares-61897077.html|//maps.google.com/maps/api/staticmap?center=19.389871600000000,-99.239422600000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=89PWOHRPl50OiVMZY9euFnINh_w=&channel=rpfic-i24|19.3898716|-99.2394226
3451|3451|37246.153846153844|6294600|6294600|N/A|2000.0|169.0|| Benito Juárez| Distrito Federal|Departamento en Venta Súper Ubicado, Del Valle. 156m2,  Benito Juárez, Distrito Federal|3.0|2.0|2.0|QUARZUM BIENES RAÍCES-TR|https://www.inmuebles24.com/propiedades/super-departamento-en-venta-del-valle-norte-60618379.html|//maps.google.com/maps/api/staticmap?center=19.393333299999998,-99.165287300000002&zoom=16&markers=19.393333299999998,-99.165287300000002&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=KteQBznzEhbsioyJ-m2kqbzzE_g=&channel=rpfic-i24|19.3933333|-99.1652873
3452|3452|8157.894736842105|1550000|1550000|N/A||190.0|170.0| Sector Naval| Azcapotzalco|NORTE 79B ,  Sector Naval, Azcapotzalco|4.0|4.0|2.0|JORGE MONTAÑO PALMA|https://www.inmuebles24.com/propiedades/linda-casa-en-sector-naval-azcapotzalco-60943333.html|//maps.google.com/maps/api/staticmap?center=19.470752200000000,-99.176472800000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=WNyxTOf5qiYFiiVhSPUdexr2Fns=&channel=rpfic-i24|19.4707522|-99.1764728
3453|3453|40983.60655737705|2500000|2500000|N/A|1370.0|61.0|61.0| Cuajimalpa| Cuajimalpa de Morelos|CARRETERA FEDERAL MEXICO TOLUCA 5623,  Cuajimalpa, Cuajimalpa de Morelos|2.0|2.0|1.0|JOSE MANUEL|https://www.inmuebles24.com/propiedades/departamento-cuajimalpa-dos-puertas-residencial-54767766.html|//maps.google.com/maps/api/staticmap?center=19.350417700000000,-99.300696399999990&zoom=16&markers=19.350417700000000,-99.300696399999990&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=6nmR0dBX-m80-VSohWyJnZkQevU=&channel=rpfic-i24|19.3504177|-99.3006964
3454|3454|84210.52631578948|104000000|104000000|N/A||1235.0|700.0| Club de Golf Bosques de Santa Fe| Cuajimalpa de Morelos|Trasmonte,  Club de Golf Bosques de Santa Fe, Cuajimalpa de Morelos|4.0|3.0|8.0|Century 21 Viva|https://www.inmuebles24.com/propiedades/exclusiva-residencia-en-club-de-golf-bosques-de-santa-60969625.html|//maps.google.com/maps/api/staticmap?center=19.346521299999999,-99.281706499999998&zoom=16&markers=19.346521299999999,-99.281706499999998&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=nrBdCSPrwtD_tXrvolI6QfsxgS0=&channel=rpfic-i24|19.3465213|-99.2817065
3455|3455|77709.63742690059|26576696|26576696|N/A||342.0|342.0| Polanco| Miguel Hidalgo|Musset,  Polanco, Miguel Hidalgo|3.0|4.0|2.0|Rojkind Impulsora Inmobiliaria|https://www.inmuebles24.com/propiedades/bonito-garden-house-de-lujo-para-estrenar-en-polanco-60739758.html|//maps.google.com/maps/api/staticmap?center=19.437347500000001,-99.196539200000003&zoom=16&markers=19.437347500000001,-99.196539200000003&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=rHUKwVDqjT1XAzTeIHH4jeAW9kY=&channel=rpfic-i24|19.4373475|-99.1965392
3456|3456|32042.25352112676|4550000|4550000|N/A|230.0|142.0|142.0| Ex Hacienda Coapa| Tlalpan|Tercer Calle Carril de Alfalfares,  Ex Hacienda Coapa, Tlalpan|3.0|3.0|1.0|HOUM VENTAS|https://www.inmuebles24.com/propiedades/casa-en-ex-hacienda-coapa-con-3-recamaras-id:-37364.-61721807.html|//maps.google.com/maps/api/staticmap?center=19.290829399999999,-99.114575599999994&zoom=16&markers=19.290829399999999,-99.114575599999994&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=BHqLPQMpT_vCPW68S3LZsu994u8=&channel=rpfic-i24|19.2908294|-99.1145756
3457|3457|58823.529411764706|10000000|10000000|N/A|7582.0|170.0|157.0| Santa Fe La Loma| Alvaro Obregón|bernardo quintana 31,  Santa Fe La Loma, Alvaro Obregón|3.0|2.0|2.0|Spacio Bienes Raices|https://www.inmuebles24.com/propiedades/renta-venta-departamento-en-misiones-vista-al-lago.-61733827.html|//maps.google.com/maps/api/staticmap?center=19.374622900000000,-99.244357700000000&zoom=16&markers=19.374622900000000,-99.244357700000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=qE1A21V-5-QQmN_zYJhJNCsHgis=&channel=rpfic-i24|19.3746229|-99.2443577
3458|3458||18500000|18500000|N/A|7000.0||285.0| Lomas de Chapultepec| Miguel Hidalgo|Cofre de Perote 354,  Lomas de Chapultepec, Miguel Hidalgo|3.0|2.0|2.0|GRUPO HÁBITAT|https://www.inmuebles24.com/propiedades/magnifico-penthouse-lomas-de-chapultepec-en-3-niveles-61647038.html|//maps.google.com/maps/api/staticmap?center=19.424412600000000,-99.225335300000000&zoom=16&markers=19.424412600000000,-99.225335300000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=pbFg6Nc7i9yqcDELa0yD3QF2XU8=&channel=rpfic-i24|19.4244126|-99.2253353
3459|3459|2176.0|2176000|2176000|N/A||1000.0|100.0| El Cuernito| Alvaro Obregón|CAMINO A SANTA FE 606,  El Cuernito, Alvaro Obregón|3.0|2.0|2.0|Intermediación Inmobiliaria Profesional|https://www.inmuebles24.com/propiedades/oportunidad!-vive-en-uno-de-los-desarrollos-de-santa-61954190.html|//maps.google.com/maps/api/staticmap?center=19.387208700275146,-99.222014175536910&zoom=16&markers=19.387208700275146,-99.222014175536910&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=-CYU3inrIbjhV2PALPbsYXp2TOk=&channel=rpfic-i24|19.387208700275146|-99.22201417553693
3460|3460|65263.15789473684|6200000|6200000|N/A||95.0|83.0| Condesa| Cuauhtémoc|Condesa. Calle Baja California 279.  Venta Departamento con Balcón.,  Condesa, Cuauhtémoc|2.0|2.0|1.0|Capital Values|https://www.inmuebles24.com/propiedades/venta-departamentos-baja-california-279-condesa.-61631049.html|//maps.google.com/maps/api/staticmap?center=19.406008199999998,-99.171275199999996&zoom=16&markers=19.406008199999998,-99.171275199999996&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=6aQhDw8cjWwIGXIVGqK43PAl-xM=&channel=rpfic-i24|19.4060082|-99.1712752
3461|3461|60317.46031746032|3800000|3800000|N/A|2500.0|63.0|48.0| Santa Fe| Alvaro Obregón|Prolongacion Paseo de la Reforma ,  Santa Fe, Alvaro Obregón|1.0||1.0|Melissa  Serrano|https://www.inmuebles24.com/propiedades/depto-santa-fe-61074545.html|//maps.google.com/maps/api/staticmap?center=19.375360770426273,-99.260234002069070&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=ROSDtA_72qWn1Hf2jPbBqCpbWTQ=&channel=rpfic-i24|19.375360770426276|-99.26023400206908
3462|3462|46417.445482866045|14900000|14900000|N/A|8000.0|321.0|321.0| Tizapan| Alvaro Obregón|iglesia 50 ,  Tizapan, Alvaro Obregón|3.0|3.0|3.0|Lourdes Chi |https://www.inmuebles24.com/propiedades/penthouse-amplio-en-puerta-pedregal-61817863.html|//maps.google.com/maps/api/staticmap?center=19.334997700000000,-99.199789099999990&zoom=16&markers=19.334997700000000,-99.199789099999990&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=QptbSSpAsBsA_gd04RPSK9cjO1A=&channel=rpfic-i24|19.3349977|-99.1997891
3463|3463||1100000|21780000.0|N/A|||264.0| Polanco| Miguel Hidalgo|GALILEO,  Polanco, Miguel Hidalgo|2.0|2.0|2.0|PUBLICO EN GENERAL|https://www.inmuebles24.com/propiedades/garden-house-galileo-polanco-en-venta-59278177.html|//maps.google.com/maps/api/staticmap?center=19.431576500000000,-99.192731099999990&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=kr2ItaoU1S769UlJLYfQgu6IGtM=&channel=rpfic-i24|19.4315765|-99.1927311
3464|3464|27403.846153846152|2850000|2850000|N/A||104.0|90.0| Álamos| Benito Juárez|Isabel la catolica,  Álamos, Benito Juárez|2.0|1.0|1.0|Coldwell Banker Vive|https://www.inmuebles24.com/propiedades/departamento-en-venta-en-colonia-alamos-61444066.html|//maps.google.com/maps/api/staticmap?center=19.402016046524537,-99.140397485180660&zoom=16&markers=19.402016046524537,-99.140397485180660&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=ikq9KRBqsDZbfj_1bNRHhJ3Xqso=&channel=rpfic-i24|19.402016046524537|-99.14039748518066
3465|3465|42635.65891472868|5500000|5500000|N/A|2800.0|129.0|129.0| Ampliación Alpes| Alvaro Obregón|Calzada Las Aguilas 440,  Ampliación Alpes, Alvaro Obregón|3.0|2.0|3.0|GYRA INMOBILIARIA|https://www.inmuebles24.com/propiedades/departamento-en-venta-en-calzada-de-las-aguilas-60709460.html|//maps.google.com/maps/api/staticmap?center=19.359474100000000,-99.208018400000000&zoom=16&markers=19.359474100000000,-99.208018400000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=JPbzet5p-M-YkSm-MFVWlsKgXsQ=&channel=rpfic-i24|19.3594741|-99.2080184
3466|3466|69038.46153846153|7180000|7180000|N/A||104.0|104.0| Roma Norte| Cuauhtémoc|Puebla 277 Roma Norte,  Roma Norte, Cuauhtémoc|2.0|2.0|2.0|INVESTE|https://www.inmuebles24.com/propiedades/departamento-roma-norte-61591354.html|//maps.google.com/maps/api/staticmap?center=19.421384100000000,-99.169007199999995&zoom=16&markers=19.421384100000000,-99.169007199999995&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=poZnuSM04xa4FEKlvgF6KsW5B34=&channel=rpfic-i24|19.4213841|-99.1690072
3467|3467|46713.61502347418|9950000|9950000|N/A|4500.0|213.0|213.0| Polanco II Sección| Miguel Hidalgo|Sofocles,  Polanco II Sección, Miguel Hidalgo|3.0|2.0|2.0|GOLDSTONE BIENES RAICES |https://www.inmuebles24.com/propiedades/departamento-exterior-con-balcon-a-la-venta-en-59607711.html|//maps.google.com/maps/api/staticmap?center=19.437015099999999,-99.204508099999998&zoom=16&markers=19.437015099999999,-99.204508099999998&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=fYFdE0lezi5datt4C6BK13hHN3E=&channel=rpfic-i24|19.4370151|-99.2045081
3468|3468|45233.64485981308|4840000|4840000|N/A||107.0|107.0| Narvarte Poniente| Benito Juárez|Pestalozzi,  Narvarte Poniente, Benito Juárez|2.0|2.0|2.0|ZONA04|https://www.inmuebles24.com/propiedades/pestalozzi-515-58961120.html|//maps.google.com/maps/api/staticmap?center=19.393551500000000,-99.158555899999996&zoom=16&markers=19.393551500000000,-99.158555899999996&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=R5AiT-g_HTnmm2DJUxLrHKybGec=&channel=rpfic-i24|19.3935515|-99.1585559
3469|3469|37500.0|2550000|2550000|N/A||68.0|68.0| Merced Gómez| Benito Juárez|Tiburcio Sánchez de La Barquera,  Merced Gómez, Benito Juárez|2.0|1.0|2.0|HOUM VENTAS|https://www.inmuebles24.com/propiedades/departamento-en-merced-gomez-con-2-recamaras-id:-61375289.html|//maps.google.com/maps/api/staticmap?center=19.367270399999998,-99.189890199999993&zoom=16&markers=19.367270399999998,-99.189890199999993&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=0H7ygnsrzYUWN_GkgkPcuOTfsdU=&channel=rpfic-i24|19.3672704|-99.1898902
3470|3470|31818.18181818182|3500000|3500000|N/A||110.0|100.0| Roma Norte| Cuauhtémoc|Guanajuato 1287,  Roma Norte, Cuauhtémoc|1.0|1.0|1.0|NEXIMO REALTECH PROPERTY GROUP|https://www.inmuebles24.com/propiedades/casa-en-venta-roma-norte-60806158.html|//maps.google.com/maps/api/staticmap?center=21.500392143542118,-96.382219539263331&zoom=16&markers=21.500392143542118,-96.382219539263331&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=m_RUBk6gTlOGhg9CzhJNaEU7VIY=&channel=rpfic-i24|21.50039214354212|-96.38221953926333
3471|3471|53846.153846153844|3500000|3500000|N/A|2200.0|65.0|65.0| Jardines de Coyoacán| Coyoacán|Av. Popocatépetl 164, Col. Jardines de Coyoacán, Del. Coyoacán  ,  Jardines de Coyoacán, Coyoacán||2.0|2.0|Raul Santiago|https://www.inmuebles24.com/propiedades/-departamento-gran-oferta-vive-coyoacan!-61468611.html|//maps.google.com/maps/api/staticmap?center=19.361354400000000,-99.152464200000000&zoom=16&markers=19.361354400000000,-99.152464200000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=w0CfT4Tj7QIRg2fuOOr8pu4TFLw=&channel=rpfic-i24|19.3613544|-99.1524642
3472|3472|40294.117647058825|6850000|6850000|N/A||170.0|245.0| Lomas de Memetla| Cuajimalpa de Morelos|Callejón de la Cruz,  Lomas de Memetla, Cuajimalpa de Morelos|3.0|2.0|2.0| PRIGE Real Estate|https://www.inmuebles24.com/propiedades/venta-moderna-casa-5-mins-santa-fe-en-lomas-de-61535867.html|//maps.google.com/maps/api/staticmap?center=19.357693399999998,-99.287207399999999&zoom=16&markers=19.357693399999998,-99.287207399999999&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=wv27oBO8YFNnl-PrL2F3JG4Jlxo=&channel=rpfic-i24|19.3576934|-99.28720740000001
3473|3473|60000.0|22800000|22800000|N/A||380.0|380.0| Polanco| Miguel Hidalgo|Campos Eliseos 71B,  Polanco, Miguel Hidalgo|3.0|3.0|3.0|Inmuebles Alexander|https://www.inmuebles24.com/propiedades/hermoso-departamento-de-3-recamaras-con-asombrosa-61492983.html|//maps.google.com/maps/api/staticmap?center=19.429461800000000,-99.181865500000010&zoom=16&markers=19.429461800000000,-99.181865500000010&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=yKimOIuvADoYgI33S8xq8d2IqNQ=&channel=rpfic-i24|19.4294618|-99.1818655
3474|3474|33779.72465581977|26990000|26990000|N/A||799.0|600.0| Jardines del Pedregal| Alvaro Obregón|Lluvia,  Jardines del Pedregal, Alvaro Obregón|3.0|3.0|6.0|Luxence Inmobiliaria |https://www.inmuebles24.com/propiedades/casa-en-venta-lluvia-jardines-del-pedregal-59461542.html|//maps.google.com/maps/api/staticmap?center=19.321418500000000,-99.210803100000006&zoom=16&markers=19.321418500000000,-99.210803100000006&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=cwpjIAkBbZjBx5ST8M9Ngoc9yUQ=&channel=rpfic-i24|19.3214185|-99.2108031
3475|3475|64667.9625|5173437|5173437|N/A||80.0|77.0| Granada| Miguel Hidalgo|Lago Mask 229,  Granada, Miguel Hidalgo|2.0|2.0|2.0|KEPLER Inmobiliaria|https://www.inmuebles24.com/propiedades/departamento-en-venta-granada-lago-mask-229-61137485.html|//maps.google.com/maps/api/staticmap?center=19.442454800000000,-99.185426099999970&zoom=16&markers=19.442454800000000,-99.185426099999970&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=NOyTkixYzobClN2iRjh1rdUGlxE=&channel=rpfic-i24|19.4424548|-99.18542609999997
3476|3476|35866.666666666664|5380000|5380000|N/A||150.0|150.0| Ahuatenco| Cuajimalpa de Morelos|Cerrada de Veracruz 2,  Ahuatenco, Cuajimalpa de Morelos|2.0|2.0|2.0|Edwin Adrian Cancino|https://www.inmuebles24.com/propiedades/departamento-en-venta-en-la-cima-en-cuajimalpa.-61459943.html|//maps.google.com/maps/api/staticmap?center=19.368174100000000,-99.299599500000000&zoom=16&markers=19.368174100000000,-99.299599500000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=pOiN9AAJ7TTPDo1iKs_IbxdFB6E=&channel=rpfic-i24|19.3681741|-99.2995995
3477|3477|63000.0|6867000|6867000|N/A||109.0|109.0| Roma Norte| Cuauhtémoc|Queretaro,  Roma Norte, Cuauhtémoc|3.0|2.0|2.0|YOUR HOME|https://www.inmuebles24.com/propiedades/departamento-en-venta-en-colonia-roma-norte-61861091.html|//maps.google.com/maps/api/staticmap?center=19.414691399999998,-99.160622500000002&zoom=16&markers=19.414691399999998,-99.160622500000002&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=Ekp-z_FxTw74dKt5ulkGuXk0yYo=&channel=rpfic-i24|19.4146914|-99.1606225
3478|3478|21000.0|21000000|21000000|N/A||1000.0|500.0| Real de las Lomas| Miguel Hidalgo|,  Real de las Lomas, Miguel Hidalgo|4.0|3.0|4.0|ZAIN BIENES RAÍCES EXCLUSIVOS S.A DE C.V ®|https://www.inmuebles24.com/propiedades/magnifica-residencia-en-venta-en-real-de-las-lomas-61945390.html|//maps.google.com/maps/api/staticmap?center=19.399399800000001,-99.237682699999993&zoom=16&markers=19.399399800000001,-99.237682699999993&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=gtnW7xPGxttl8kHvqr8BZ2ZuppI=&channel=rpfic-i24|19.3993998|-99.2376827
3479|3479|42592.59259259259|3450000|3450000|N/A||81.0|81.0| San Simón Ticumac| Benito Juárez|Calzada de San Simon,  San Simón Ticumac, Benito Juárez|2.0|2.0|2.0|Coldwell Banker Vive|https://www.inmuebles24.com/propiedades/departamento-en-venta-en-san-simon-ticumac-61614121.html|//maps.google.com/maps/api/staticmap?center=19.375530624170395,-99.147766751481640&zoom=16&markers=19.375530624170395,-99.147766751481640&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=nsRowJt1JObU-QPUwQTWBG_djbE=&channel=rpfic-i24|19.375530624170395|-99.14776675148163
3480|3480||9180000|9180000|N/A|||300.0| Torres de Padierna| Tlalpan|Huehuetán 6, LOMAS DE PADIERNA,  Torres de Padierna, Tlalpan|3.0|3.0|3.0|Proyectos Inmobiliarios Y Asociados|https://www.inmuebles24.com/propiedades/preventa-casa-a-15-min-de-centro-comercial-perisur-61750116.html|//maps.google.com/maps/api/staticmap?center=19.288602400000000,-99.219119600000000&zoom=16&markers=19.288602400000000,-99.219119600000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=Fopn1HFg9dEin3Ha2qvYfqOJAIk=&channel=rpfic-i24|19.2886024|-99.2191196
3481|3481|55421.68674698795|4600000|4600000|N/A|2624.0|83.0|83.0| Periodista| Miguel Hidalgo|,  Periodista, Miguel Hidalgo|2.0|2.0|2.0|Ai Brokers Inmobiliaria|https://www.inmuebles24.com/propiedades/departamento-amueblado-y-equipado-en-venta-o-renta-58089275.html|//maps.google.com/maps/api/staticmap?center=19.448223999999999,-99.218983800000003&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=-bqxJ3PvJWMbfcJO_0oP7SKUNE4=&channel=rpfic-i24|19.448224|-99.2189838
3482|3482|50770.385416666664|4873957|4873957|N/A|2500.0|96.0|96.0| Narvarte Poniente| Benito Juárez|Mitla , Col. Narvarte Oriente, Del. Benito Juárez ,  Narvarte Poniente, Benito Juárez|2.0|2.0|1.0|Raul Santiago|https://www.inmuebles24.com/propiedades/-ultimos-departamentos-al-mejor-precio-col.-61157171.html|//maps.google.com/maps/api/staticmap?center=19.392455900000000,-99.149898400000000&zoom=16&markers=19.392455900000000,-99.149898400000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=Z0HCQfMne3oppt5hbJeLlv8YgJ0=&channel=rpfic-i24|19.3924559|-99.1498984
3483|3483|96354.16666666667|18500000|18500000|N/A||192.0|192.0| Polanco| Miguel Hidalgo|,  Polanco, Miguel Hidalgo|3.0|3.0|2.0|Grand Home Bienes Raices|https://www.inmuebles24.com/propiedades/venta-o-renta-de-departamento-en-polanco-con-balcon-58018469.html|//maps.google.com/maps/api/staticmap?center=19.434019899999999,-99.195601199999998&zoom=16&markers=19.434019899999999,-99.195601199999998&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=K6VjotivqYsoBbsIjxLVTWEYb0Q=&channel=rpfic-i24|19.4340199|-99.1956012
3484|3484|7333.333333333333|5500000|108900000.0|N/A||750.0|512.0| Polanco| Miguel Hidalgo|Horacio,  Polanco, Miguel Hidalgo|4.0|4.0|6.0|José Francisco Gutierrez Otero (Remax Plus)|https://www.inmuebles24.com/propiedades/espectacular-ph-en-el-corazon-de-polanco-61252481.html|//maps.google.com/maps/api/staticmap?center=19.433935674965113,-99.193053022059660&zoom=16&markers=19.433935674965113,-99.193053022059660&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=CtyXplPOLSpo2caX71gNb6NusYg=&channel=rpfic-i24|19.433935674965117|-99.19305302205966
